"DividendStocks","EmergingMarkets","ForeignStocks","MunicipalBonds","NaturalResources","RiskTolerance","USStocks","q1","q2","q3","q4","q5","q6","q7","q8"
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,29,49868000,2,22836000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,48,14995000,2,75093000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,83,57276000,1,52948000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,27,156000,1,50447000,3,3
0.08,0.05,0.11,0.35,0.06,0.025,0.26,1,1,74,80551000,5,8907000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,30,58135000,3,11469000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,2,94,43060000,1,60502000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,36,5945000,4,85862000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,49,6447000,1,47867000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,90,77096000,2,55883000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,24,4207000,5,90871000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,3,74,67685000,4,78679000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,59,7579000,5,89989000,1,3
0.07,0.05,0.07,0.35,0.05,0.015,0.23,2,1,70,94430000,5,2028000,3,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,29,72106000,2,19511000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,63,68458000,4,89699000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,41,79975000,2,59588000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,52,74563000,5,58916000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,68,51784000,2,21319000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,76,50586000,1,67619000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,22,95601000,5,45890000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,71,76489000,4,69532000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,72,63321000,3,30581000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,29,92720000,2,70167000,2,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,35,1291000,1,29295000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,3,50,38048000,5,4991000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,84,13343000,2,22985000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,37,97964000,4,22426000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,52,70499000,1,67884000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,56,40929000,5,25392000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,70,42763000,3,64296000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,99,98340000,4,17475000,1,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,87,66338000,2,28487000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,96,74893000,5,60711000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,37,26336000,4,38582000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,56,72939000,1,84952000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,61,70161000,1,48133000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,24,11135000,3,70180000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,4,49,90439000,5,89892000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,67,89081000,4,48582000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,43,52421000,4,50856000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,41,49348000,3,2715000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,73,46030000,2,59942000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,31,73969000,2,17706000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,77,63305000,4,51048000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,82,53502000,4,29202000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,71,3527000,3,17026000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,55,76172000,2,91495000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,24,77851000,5,84597000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,19,17014000,3,59474000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,87,67773000,4,46119000,2,4
0.15,0.05,0.05,0.35,0.07,0.005,0.08,1,4,79,70833000,2,1098000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,1,19,22240000,4,48228000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,19,88262000,3,24829000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,84,63499000,3,75361000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,36,1986000,3,13833000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,27,69301000,1,72069000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,23,51944000,5,18741000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,26,7152000,4,46544000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,37,39429000,4,54166000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,99,21240000,2,76033000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,79,13794000,1,34084000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,3,94,24215000,1,35526000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,2,35,27455000,2,63118000,3,2
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,2,77,5369000,5,1182000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,22,45725000,4,95521000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,30,62882000,1,63673000,3,3
0.06,0.13,0.16,0.26,0.05,0.055,0.34,1,4,91,78383000,2,7816000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,33,91096000,4,13711000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,64,65467000,1,35304000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,61,91633000,2,89933000,1,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,4,65,23596000,1,13174000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,53,86185000,1,80153000,2,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,4,2,91,70906000,5,27277000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,52,11683000,5,44188000,3,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,18,19229000,2,76705000,1,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,87,91800000,5,43212000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,48,77733000,5,79863000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,31,97909000,4,80224000,3,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,77,31341000,1,85870000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,70,72328000,4,97155000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,93,14804000,2,25724000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,21,57045000,3,62314000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,32,93995000,4,97784000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,73,72706000,2,98504000,1,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,1,20,23136000,2,35501000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,3,75,54289000,5,18885000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,35,56382000,1,64625000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,2,60,50949000,1,66029000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,32,976000,2,37753000,2,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,1,26,67569000,1,61648000,3,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,2,97,4359000,5,72652000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,98,38886000,1,39572000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,95,85092000,5,35744000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,24,70988000,1,26070000,2,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,58,17316000,5,57850000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,58,10513000,4,51577000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,40,28380000,3,70677000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,3,33,90969000,4,76110000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,99,46384000,1,31870000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,34,11191000,5,96750000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,51,36485000,4,27408000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,85,99473000,2,48276000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,75,21380000,5,64799000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,18,75792000,4,54181000,1,3
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,4,81,88576000,1,1469000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,53,48234000,3,87999000,2,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,19,34529000,4,33554000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,24,79587000,3,11990000,3,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,93,70412000,3,64206000,1,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,68,70952000,2,69649000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,77,10595000,5,55301000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,69,16205000,5,23289000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,44,76371000,2,8781000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,48,78090000,5,64688000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,4,61,64501000,2,92437000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,56,12666000,3,37194000,2,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,26,76755000,4,71113000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,24,6229000,4,64555000,1,2
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,4,68,86676000,4,87342000,1,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,1,92,23916000,4,35666000,3,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,4,78,63948000,3,57028000,3,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,4,2,92,25549000,1,17279000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,2,53,88872000,5,72327000,1,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,4,55,97822000,5,7513000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,52,46467000,5,13239000,2,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,43,15426000,5,65244000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,38,30081000,2,24173000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,56,77416000,4,5522000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,70,86662000,1,48535000,3,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,39,50612000,4,62272000,1,1
0.15,0.05,0.05,0.35,0.07,0.005,0.08,2,3,74,85317000,1,98000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,22,19112000,2,54254000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,42,97305000,5,12689000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,22,15020000,5,71256000,2,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,2,67,29402000,1,34485000,1,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,3,97,297000,1,46813000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,1,78,41353000,2,28196000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,39,91264000,1,66250000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,95,73475000,2,42863000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,72,37517000,2,57426000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,41,31059000,3,5686000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,2,34,46256000,5,27404000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,20,31520000,5,81255000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,32,88124000,1,80485000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,4,66,78430000,1,28554000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,93,51858000,2,75974000,3,4
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,2,82,75950000,2,7057000,2,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,53,72815000,3,34241000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,23,6856000,2,67373000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,22,15426000,4,36319000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,27,53506000,3,81926000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,33,21878000,5,81453000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,87,32696000,5,92369000,1,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,1,46,20129000,2,20185000,3,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,4,45,52190000,1,80615000,3,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,1,54,69760000,1,95515000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,2,70,88656000,3,83026000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,40,23530000,4,8787000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,27,98827000,2,97002000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,93,54434000,4,28012000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,51,31993000,4,27321000,2,4
0.08,0.05,0.11,0.35,0.06,0.025,0.26,2,1,87,29442000,1,9286000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,87,20609000,3,53492000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,3,73,64280000,4,4749000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,21,48060000,3,76682000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,95,2312000,5,44112000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,79,93483000,4,50462000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,1,92,13409000,5,89927000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,1,77,1718000,1,56890000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,3,70,51337000,3,13949000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,34,27551000,1,30315000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,86,65612000,4,57590000,2,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,1,3,60,81192000,3,12485000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,4,42,28257000,3,26607000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,60,36985000,5,86557000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,2,55,43363000,4,60438000,3,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,80,67434000,5,84042000,3,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,4,3,82,72807000,1,20091000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,2,18,11671000,4,84284000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,74,97376000,3,33059000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,56,78925000,1,19644000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,83,55388000,1,70065000,3,3
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,4,91,89091000,4,15508000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,2,31,1360000,1,23085000,3,2
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,4,45,52040000,3,91098000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,4,68,94924000,1,50486000,1,2
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,3,99,88844000,5,18886000,2,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,30,35411000,2,72963000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,33,54138000,3,86292000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,45,71453000,3,13763000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,3,99,85308000,3,34524000,2,1
0.1,0.19,0.25,0.06,0.05,0.09,0.35,1,3,45,3500000,5,15286000,1,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,96,51120000,4,66939000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,69,59156000,1,67396000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,55,3710000,5,15742000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,28,85813000,5,68091000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,29,49898000,1,64884000,3,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,87,40103000,5,84338000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,27,6847000,3,45882000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,51,57506000,1,31839000,1,1
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,49,26016000,1,25754000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,4,63,87988000,3,22173000,3,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,57,10652000,2,22325000,3,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,79,50839000,1,73328000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,89,91418000,2,81908000,1,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,55,20601000,4,34963000,2,2
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,4,50,58602000,3,28355000,2,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,3,79,33262000,3,85956000,3,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,45,980000,1,54067000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,2,74,92834000,3,3382000,1,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,92,84931000,5,86075000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,4,98,27017000,2,12874000,2,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,99,56116000,5,36934000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,2,50,92368000,3,94448000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,56,13534000,1,65464000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,81,14409000,1,62820000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,2,92,81002000,1,20135000,1,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,73,20819000,3,57911000,1,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,82,76701000,3,50364000,2,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,70,59508000,4,95365000,1,4
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,74,13117000,1,39369000,3,2
0.06,0.12,0.15,0.29,0.05,0.05,0.33,2,1,85,20819000,4,6519000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,68,16992000,3,14811000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,29,81148000,5,82500000,3,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,35,4771000,4,30459000,3,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,3,54,28019000,2,57174000,3,3
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,95,89691000,5,26387000,2,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,60,43174000,4,80956000,1,1
0.08,0.08,0.13,0.35,0.06,0.035,0.3,4,4,73,38483000,2,44247000,2,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,57,82480000,1,36854000,3,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,84,61590000,4,33255000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,34,8186000,3,69638000,2,2
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,53,58300000,5,53426000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,33,90382000,1,91649000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,1,43,30048000,1,29505000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,2,1,40,91770000,1,24151000,2,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,4,32,5277000,4,4740000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,3,36,55653000,3,32137000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,90,83207000,4,57277000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,2,93,86137000,5,93665000,3,4
0.08,0.08,0.13,0.35,0.06,0.035,0.3,1,1,27,61848000,5,65776000,2,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,1,18,52615000,1,35132000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,33,706000,3,20196000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,22,57649000,1,88858000,2,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,33,45827000,1,23847000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,53,40397000,2,95572000,1,2
0.07,0.15,0.2,0.18,0.05,0.07,0.35,1,4,30,2337000,3,55717000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,2,1,65,45844000,3,46117000,1,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,50,90453000,4,20734000,2,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,41,86462000,2,12023000,3,3
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,2,53,96252000,3,27194000,1,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,76,50682000,5,26650000,1,3
0.07,0.15,0.2,0.18,0.05,0.07,0.35,4,4,47,35588000,1,80284000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,4,38,5944000,4,18950000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,4,1,32,72139000,3,64647000,1,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,2,38,7368000,4,64084000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,3,18,68828000,5,54189000,1,2
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,3,25,75490000,1,77250000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,3,27,96388000,2,41432000,2,4
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,64,5282000,1,72765000,3,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,94,31193000,3,27806000,1,1
0.09,0.18,0.24,0.09,0.05,0.085,0.35,4,3,27,54783000,4,34457000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,94,88896000,1,74642000,3,1
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,3,86,1012000,5,26464000,2,4
0.05,0.11,0.14,0.33,0.05,0.045,0.32,1,2,62,6694000,5,49210000,1,1
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,1,86,20900000,1,92649000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,2,3,29,2668000,2,4773000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,2,4,92,89962000,2,34518000,3,4
0.05,0.28,0.22,0.05,0.05,0.1,0.35,2,3,67,84071000,1,26341000,1,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,1,59,28166000,4,66299000,3,1
0.08,0.06,0.12,0.35,0.06,0.03,0.27,1,2,95,78821000,2,6641000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,2,23,28973000,1,86035000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,49,868000,1,36388000,2,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,1,73,15364000,4,76782000,2,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,4,85,24780000,3,29614000,2,3
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,1,40,21687000,1,37737000,2,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,2,54,36111000,2,15126000,3,3
0.08,0.17,0.22,0.13,0.05,0.08,0.35,1,1,23,98139000,5,456000,1,2
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,28,84292000,3,93962000,3,3
0.09,0.18,0.24,0.09,0.05,0.085,0.35,1,4,32,36205000,2,13568000,3,4
0.07,0.09,0.13,0.35,0.06,0.04,0.3,2,4,53,90525000,5,65615000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,2,39,49090000,5,7871000,3,1
0.07,0.15,0.2,0.18,0.05,0.07,0.35,2,1,35,9605000,2,19912000,3,2
0.05,0.11,0.14,0.33,0.05,0.045,0.32,4,2,81,59695000,2,43771000,2,4
0.1,0.19,0.25,0.06,0.05,0.09,0.35,2,2,19,44219000,5,32192000,1,3
0.07,0.09,0.13,0.35,0.06,0.04,0.3,4,4,22,36160000,2,67636000,3,1
0.07,0.09,0.13,0.35,0.06,0.04,0.3,1,3,83,65967000,5,34585000,2,2
0.15,0.05,0.05,0.35,0.07,0.005,0.08,4,1,99,37999000,3,466000,1,4
0.08,0.17,0.22,0.13,0.05,0.08,0.35,4,1,88,28461000,5,57300000,1,2
